x,z,y,faction
-2.015328884124756,-5.382429599761963,0.9216464757919312,sphere3
-2.5289454460144043,-0.023183327168226242,2.748616933822632,sphere1
-1.9398547410964966,-3.301837921142578,1.7625128030776978,sphere2
-3.805204153060913,-2.0490317344665527,2.8550772666931152,sphere1
-0.14340852200984955,-0.9969835877418518,-0.0004691168142016977,sphere1
-1.6442387104034424,-3.6037521362304688,-0.9767894744873047,sphere1
-1.4181557893753052,-0.33487895131111145,2.3234493732452393,sphere1
-0.37339258193969727,-2.0729737281799316,-0.754672110080719,sphere1
-5.963937759399414,-5.113195896148682,-1.3162667751312256,sphere3
-2.232100486755371,-4.007646560668945,0.4871896505355835,sphere1
-0.9348506331443787,-4.851264953613281,2.637563705444336,sphere2
-2.402513027191162,-4.993319034576416,0.6412100791931152,sphere2
-0.8856882452964783,-1.1312512159347534,1.9910826683044434,sphere1
-2.0127053260803223,-2.9893765449523926,-2.170362949371338,sphere1
-1.6265180110931396,-5.681601047515869,-0.41482776403427124,sphere3
-2.1375784873962402,-5.5576324462890625,0.8040626049041748,sphere2
-2.0459582805633545,-5.454923152923584,-1.1187044382095337,sphere2
-1.5681452751159668,-4.11318826675415,-2.312135934829712,sphere2
-3.881894111633301,-4.07562255859375,-0.6404073238372803,sphere1
-2.4897520542144775,-5.63593864440918,1.8731703758239746,sphere3
-3.281179189682007,-4.2096757888793945,-0.22289066016674042,sphere1
-2.749758720397949,0.10961610078811646,2.73272705078125,sphere1
-2.581376314163208,-2.8986339569091797,-2.4289095401763916,sphere1
-3.4139156341552734,0.886837363243103,2.2382662296295166,sphere1
-1.9212982654571533,-3.700381278991699,1.8962059020996094,sphere2
-0.8937797546386719,-3.6774790287017822,2.732164144515991,sphere2
-6.165738582611084,-1.6966183185577393,0.2696470618247986,sphere1
-4.782539367675781,-1.5219522714614868,2.5895135402679443,sphere1
-2.4955263137817383,-4.696372985839844,-0.5776568055152893,sphere2
-5.153805732727051,-4.463418006896973,-0.8594088554382324,sphere3
-5.645585536956787,-5.363996982574463,-1.9583252668380737,sphere3
-0.9854926466941833,-4.0308756828308105,2.716475486755371,sphere2
-1.486769676208496,-4.5527567863464355,2.330172538757324,sphere2
-1.5704545974731445,-5.7834296226501465,-0.4240983724594116,sphere3
-1.166573166847229,-5.434962272644043,2.2202742099761963,sphere2
-3.4141111373901367,-4.135884761810303,0.6504548192024231,sphere1
-2.2086899280548096,-4.809347152709961,-1.3541892766952515,sphere2
-0.7025879621505737,-2.1490871906280518,1.4524348974227905,sphere1
-1.1509134769439697,-3.4287073612213135,-0.12821726500988007,sphere1
-1.9467943906784058,-4.276299953460693,-1.8869121074676514,sphere2
-1.4269630908966064,-3.612926721572876,-0.29597675800323486,sphere1
-1.6114516258239746,-3.3554863929748535,2.18257474899292,sphere2
-2.769366502761841,-3.009603261947632,-2.392364025115967,sphere1
-0.40984198451042175,-2.1349945068359375,-0.8069798946380615,sphere1
-1.1560002565383911,-3.2432773113250732,0.9494271874427795,sphere1
-0.14057131111621857,-1.2550201416015625,0.07768198102712631,sphere1
-2.3731212615966797,-2.9072341918945312,0.21707767248153687,sphere2
-1.6165357828140259,-5.6938862800598145,0.2954355478286743,sphere3
-4.428464412689209,-3.782687187194824,0.9514603614807129,sphere1
-2.6266980171203613,-3.941502094268799,-0.10300750285387039,sphere2
-3.2447502613067627,-4.184820652008057,0.44811540842056274,sphere1
-2.397719383239746,-4.982278347015381,0.7075117230415344,sphere2
-0.6734118461608887,-0.8870982527732849,1.672548532485962,sphere1
-2.1454343795776367,-2.853015422821045,1.0736069679260254,sphere2
-0.6852357983589172,-0.525343656539917,1.6258906126022339,sphere1
-0.6149014830589294,-2.5416932106018066,0.8893164396286011,sphere1
-1.7464993000030518,-3.8073318004608154,-0.48133111000061035,sphere1
-1.227256417274475,-0.23918192088603973,2.147608757019043,sphere1
-2.136895179748535,-5.408398628234863,0.9574786424636841,sphere2
-1.7871665954589844,-2.86875581741333,-2.1156749725341797,sphere1
-0.5812225341796875,-2.7737038135528564,-0.016545837745070457,sphere1
-0.8650406002998352,-2.9622573852539062,0.8169599175453186,sphere1
-2.0179173946380615,1.111816644668579,-1.6383874416351318,sphere1
-0.6327438950538635,-6.632993221282959,1.1934500932693481,sphere2
-1.069854736328125,-4.427203178405762,-2.6627659797668457,sphere2
-0.5137991905212402,-2.363217353820801,0.828181266784668,sphere1
-3.760556697845459,0.37718015909194946,2.5651097297668457,sphere1
-3.2602286338806152,-5.08981466293335,1.8540371656417847,sphere3
-2.7442498207092285,-3.867227554321289,-1.3247125148773193,sphere1
-1.320419192314148,-0.8741064071655273,2.374049186706543,sphere1
-4.59177827835083,-5.146396160125732,2.132239818572998,sphere3
-1.9327328205108643,-3.9244191646575928,-0.19858288764953613,sphere1
-1.6605854034423828,0.15262284874916077,2.275036573410034,sphere1
-1.2892125844955444,-6.0882062911987305,-1.5119609832763672,sphere2
-0.38561853766441345,-2.357867956161499,-0.005939451977610588,sphere1
-0.6544492840766907,-5.6606903076171875,2.352832317352295,sphere2
-1.5670976638793945,-5.618133068084717,-1.6880885362625122,sphere2
-0.7170906066894531,-2.8603177070617676,0.4384084641933441,sphere1
-1.4765233993530273,-5.349478721618652,-1.9975199699401855,sphere2
-2.2623448371887207,-3.748122215270996,-1.3097916841506958,sphere1
-1.909688115119934,-4.126457691192627,-1.9609787464141846,sphere2
-3.8121399879455566,-2.071775436401367,-2.8457746505737305,sphere1
-0.939935028553009,-2.298214912414551,1.7048027515411377,sphere1
-0.15595117211341858,-1.2996957302093506,0.14982785284519196,sphere1
-1.4510446786880493,-3.6614508628845215,-0.1133570671081543,sphere1
-0.4691973924636841,-2.506028652191162,-0.16313451528549194,sphere1
-0.8104393482208252,-0.9703832864761353,1.8654156923294067,sphere1
-1.5367201566696167,-3.5757853984832764,2.293093204498291,sphere2
-4.869421482086182,-3.7131500244140625,-0.1221141517162323,sphere1
-1.7575411796569824,-3.7631890773773193,0.8054938316345215,sphere1
-4.712438583374023,-4.543834686279297,1.222495436668396,sphere3
-2.589376449584961,-3.838547468185425,-0.2835368514060974,sphere2
-0.19775927066802979,-1.0867918729782104,0.5031124353408813,sphere1
-4.164516448974609,-4.2576904296875,-0.7504704594612122,sphere3
-1.9353079795837402,-5.350517749786377,-1.4649235010147095,sphere2
-3.0203394889831543,-4.448020935058594,0.07500813901424408,sphere3
-2.383237600326538,-4.031477928161621,0.7616198062896729,sphere1
-2.05642032623291,1.4272360801696777,-1.050676703453064,sphere1
-0.93739914894104,-3.2003233432769775,-0.19171519577503204,sphere1
-3.3327503204345703,0.026264488697052002,2.7946231365203857,sphere1
-1.9347981214523315,-5.836383819580078,-0.7541044354438782,sphere2
-6.1267852783203125,-1.5479698181152344,0.7141749858856201,sphere1
-1.7762532234191895,-6.174250602722168,-0.14198239147663116,sphere2
-1.400792121887207,-4.210999965667725,2.4306697845458984,sphere2
-2.540012836456299,-4.76486873626709,-0.1712512969970703,sphere2
-1.0612272024154663,-2.6841206550598145,1.5756986141204834,sphere1
-2.138190746307373,-3.9301648139953613,-0.7602864503860474,sphere1
-1.1612184047698975,-2.133751153945923,-2.0562615394592285,sphere1
-3.5887017250061035,-5.3617024421691895,2.2647621631622314,sphere3
-3.8140125274658203,-4.123161792755127,0.34719163179397583,sphere1
-1.0399131774902344,-1.3249626159667969,-2.173980712890625,sphere1
-5.658856391906738,-0.6822078227996826,1.7122673988342285,sphere1
-0.9778587818145752,-2.3655483722686768,1.7169872522354126,sphere1
-3.7557640075683594,-4.5411176681518555,-1.3655163049697876,sphere3
-0.8769110441207886,-5.227819442749023,-2.4957261085510254,sphere2
-1.8071339130401611,-5.486906051635742,0.4709400236606598,sphere3
-0.60920649766922,-3.09781813621521,2.7147204875946045,sphere2
-1.875787377357483,-3.7616257667541504,-1.9660248756408691,sphere2
-1.3442885875701904,-2.820971965789795,1.7613778114318848,sphere1
-1.0615384578704834,-3.023083448410034,-1.106398344039917,sphere1
-5.191210746765137,-2.2486572265625,2.0437474250793457,sphere1
-5.091843605041504,-3.470184803009033,0.5615261793136597,sphere1
-0.8395187854766846,-2.471688747406006,1.459869146347046,sphere1
-2.5065534114837646,-4.105041027069092,0.4156839847564697,sphere1
-5.614255428314209,-4.7602643966674805,-1.1244651079177856,sphere3
-3.177805185317993,-2.9020464420318604,-2.516155481338501,sphere1
-2.336860179901123,-4.2083611488342285,-1.2646750211715698,sphere2
-0.7705909013748169,-2.4710917472839355,1.3053596019744873,sphere1
-0.4856347143650055,-4.193963050842285,2.917597532272339,sphere2
-2.511345624923706,-4.823835372924805,0.33003437519073486,sphere2
-1.5494892597198486,-6.301251411437988,-0.5400658845901489,sphere2
-3.464608669281006,-2.7935597896575928,-2.5738730430603027,sphere1
-2.342365264892578,-5.356204986572266,-0.003019607625901699,sphere2
-0.13385310769081116,-1.2640310525894165,-0.0176411010324955,sphere1
-3.970492362976074,-2.101337432861328,2.7957022190093994,sphere1
-0.8375496864318848,-3.3034307956695557,2.6913294792175293,sphere2
-2.903128147125244,-4.489951133728027,0.03513360023498535,sphere3
-2.579385995864868,-4.069042205810547,0.7619533538818359,sphere1
-3.4790494441986084,-3.90938663482666,1.275826096534729,sphere1
-0.5484236478805542,-2.033792018890381,1.213051438331604,sphere1
-1.081405520439148,-3.2049121856689453,0.8752422332763672,sphere1
-2.729973793029785,-2.297924518585205,2.7922706604003906,sphere1
-1.58819580078125,0.10948678851127625,2.2509117126464844,sphere1
-1.8727219104766846,-5.4078474044799805,1.5376416444778442,sphere2
-1.0817174911499023,-2.9840521812438965,-1.2032396793365479,sphere1
-5.467343330383301,-1.342727780342102,2.0177555084228516,sphere1
-0.9628176689147949,-4.9888529777526855,2.5555670261383057,sphere2
-2.2084386348724365,-5.42530632019043,0.748372495174408,sphere2
-0.6323299407958984,-4.545232772827148,2.816047191619873,sphere2
-1.165838360786438,-3.32828950881958,2.4931483268737793,sphere2
-5.224885940551758,-0.8026974201202393,2.247450828552246,sphere1
-5.917413711547852,-4.78665018081665,-0.5310096144676208,sphere3
-0.7020959854125977,-2.207793712615967,1.3966223001480103,sphere1
-1.4248449802398682,-5.445514678955078,-1.974564552307129,sphere2
-2.3764595985412598,-3.69443416595459,1.536911129951477,sphere1
-1.3163045644760132,-1.1928670406341553,2.3995609283447266,sphere1
-3.9467735290527344,-2.84535551071167,2.4260053634643555,sphere1
-4.2495856285095215,-3.831165313720703,-1.0090880393981934,sphere1
-3.845381736755371,-4.5775322914123535,1.3375543355941772,sphere3
-0.5372259616851807,-1.3935015201568604,1.4811962842941284,sphere1
-1.9494800567626953,1.3277567625045776,1.1748219728469849,sphere1
-2.936410665512085,-4.114989757537842,0.7699700593948364,sphere1
-5.60702657699585,-4.638950347900391,0.6911810040473938,sphere3
-1.8825775384902954,1.5118646621704102,0.48887139558792114,sphere1
-0.7431923747062683,-2.9448344707489014,-0.20287999510765076,sphere1
-3.997504234313965,-5.852551460266113,2.6656007766723633,sphere3
-3.5951156616210938,-1.8566913604736328,-2.9708704948425293,sphere1
-1.4038333892822266,-6.394306182861328,-0.6537926197052002,sphere2
-3.1176488399505615,-4.844514846801758,1.4642508029937744,sphere3
-0.4381105303764343,-1.6060504913330078,1.1743544340133667,sphere1
-0.32638028264045715,-3.109153985977173,2.7956795692443848,sphere2
-2.660940647125244,0.859493613243103,2.227440118789673,sphere1
-3.4397826194763184,-4.322641372680664,-0.4538276493549347,sphere3
-0.5634994506835938,-2.2831203937530518,-1.0146299600601196,sphere1
-1.36004638671875,-3.547982692718506,-0.37862205505371094,sphere1
-2.338242292404175,-4.701727867126465,1.1045278310775757,sphere2
-0.18850184977054596,-1.186771273612976,-0.5099999904632568,sphere1
-2.5912811756134033,-4.520349979400635,-0.02634648233652115,sphere2
-0.5082173943519592,-1.691351056098938,1.316495418548584,sphere1
-6.166322708129883,-1.7580558061599731,0.20376995205879211,sphere1
-1.4639655351638794,-6.43832540512085,0.10579189658164978,sphere2
-1.8544855117797852,-1.9869885444641113,2.637396812438965,sphere1
-3.624587297439575,-2.6775424480438232,2.6414217948913574,sphere1
-4.948246002197266,-3.298280954360962,1.2663427591323853,sphere1
-1.3494868278503418,-3.2874650955200195,1.1508800983428955,sphere1
-1.6605768203735352,-2.9093968868255615,1.9719959497451782,sphere1
-0.8774102330207825,-6.782397747039795,-0.2719342112541199,sphere2
-1.7879672050476074,-5.423076152801514,1.613840937614441,sphere2
-4.411548614501953,-5.486770153045654,-2.5342304706573486,sphere3
-0.39701077342033386,-1.0911870002746582,1.1852521896362305,sphere1
-5.063333511352539,-4.437407493591309,-0.8862578868865967,sphere3
-1.3739752769470215,-2.974522829055786,1.6694649457931519,sphere1
-1.3775484561920166,-5.335244655609131,-2.1121249198913574,sphere2
-1.7331247329711914,-6.085420608520508,1.2546921968460083,sphere3
-5.51948356628418,-5.3808488845825195,-2.081151008605957,sphere3
-0.8985955119132996,-5.642858505249023,2.2487521171569824,sphere2
-2.46053409576416,-4.749842166900635,0.7899765968322754,sphere2
-2.1021370887756348,-3.991946220397949,0.2172878384590149,sphere1
-1.8103365898132324,-4.575295925140381,2.0134482383728027,sphere2
-2.685640335083008,-2.477628707885742,2.7158193588256836,sphere1
-4.326074123382568,-4.624648094177246,1.5169569253921509,sphere3
-1.8688520193099976,-3.8196909427642822,0.7525731325149536,sphere1
-1.2113293409347534,-2.540008783340454,-1.8475494384765625,sphere1
-1.8315695524215698,-5.226925849914551,-1.6864736080169678,sphere2
-1.7730991840362549,-4.280346393585205,-2.112582206726074,sphere2
-0.34905222058296204,-3.7232604026794434,2.9497406482696533,sphere2
-2.2870705127716064,-4.635422229766846,1.2491419315338135,sphere2
-1.3940534591674805,-3.9997782707214355,2.445397138595581,sphere2
-3.3480591773986816,-4.546679496765137,1.045790433883667,sphere3
-3.376431465148926,-1.8023452758789062,-2.9888572692871094,sphere1
-3.1690924167633057,-2.811856746673584,-2.5844802856445312,sphere1
-2.9172489643096924,-3.992727756500244,-1.07671320438385,sphere1
-1.9840974807739258,-3.7987687587738037,-0.9365672469139099,sphere1
-5.321542739868164,-4.783871650695801,-1.4745289087295532,sphere3
-1.059096336364746,-4.6713690757751465,2.603982925415039,sphere2
-0.8060057759284973,-4.013998508453369,2.7899010181427,sphere2
-4.6284708976745605,-5.811147689819336,2.6260430812835693,sphere3
-2.3019537925720215,-5.261650085449219,-0.5662775635719299,sphere2
-1.1206045150756836,-3.082385540008545,-1.1325979232788086,sphere1
-0.4287662208080292,-0.547630250453949,1.0891538858413696,sphere1
-1.9700813293457031,-5.852219104766846,-0.4657946228981018,sphere2
-3.096074104309082,-4.182600498199463,-0.41607972979545593,sphere1
-1.0172830820083618,-4.556579113006592,2.665646553039551,sphere2
-3.9418535232543945,-4.078227996826172,-0.5606537461280823,sphere1
-6.0607380867004395,-0.14744648337364197,0.05816777050495148,sphere1
-4.801093101501465,-1.6924513578414917,2.5411369800567627,sphere1
-1.5863559246063232,-6.133176803588867,0.9846109747886658,sphere2
-1.3306688070297241,-3.1687114238739014,1.352399468421936,sphere1
-5.246128559112549,-5.4310150146484375,2.191714286804199,sphere3
-0.2461782991886139,-0.8258839249610901,-0.6099834442138672,sphere1
-5.607717037200928,-4.564161777496338,-0.32684430480003357,sphere3
-4.164838790893555,-3.718141794204712,1.3423277139663696,sphere1
-1.7460747957229614,-2.8656272888183594,1.7784159183502197,sphere2
-3.2333264350891113,-2.2026984691619873,2.872256278991699,sphere1
-2.3897719383239746,-2.3562912940979004,2.703705310821533,sphere1
-4.149582862854004,-4.05255126953125,-0.1929100900888443,sphere1
-3.4417500495910645,-4.796267986297607,-1.6901143789291382,sphere3
-5.859958171844482,-4.896609306335449,-1.029171347618103,sphere3
-2.857339382171631,-4.151641368865967,0.412502646446228,sphere1
-1.361246943473816,-3.3342177867889404,1.0779941082000732,sphere1
-0.6350428462028503,-0.8322999477386475,1.6131432056427002,sphere1
-1.0654479265213013,-0.5306029319763184,2.0976991653442383,sphere1
-0.2032829076051712,-1.2240999937057495,-0.5849440693855286,sphere1
-2.5380542278289795,-3.608424663543701,1.7229191064834595,sphere1
-6.104485511779785,-4.9848952293396,0.6754056215286255,sphere3
-0.46362724900245667,-0.234820157289505,0.9457287788391113,sphere1
-5.45613956451416,-5.321293354034424,-2.0675668716430664,sphere3
-0.4689185917377472,-1.7131121158599854,1.2147033214569092,sphere1
-5.230255603790283,-5.259759902954102,2.0154738426208496,sphere3
-2.3127553462982178,-5.165954113006592,0.7703866958618164,sphere2
-0.671665370464325,-1.7050508260726929,1.6288577318191528,sphere1
-2.290219783782959,1.6222630739212036,-0.8297930359840393,sphere1
-3.903597354888916,-4.244246482849121,-0.28112685680389404,sphere3
-1.632202386856079,-5.573591232299805,-1.6558374166488647,sphere2
-4.409290313720703,-3.8825440406799316,-0.6348174810409546,sphere1
-1.7951531410217285,-3.763542890548706,2.0714385509490967,sphere2
-2.772379159927368,-3.2716352939605713,2.191603899002075,sphere1
-3.5592544078826904,-2.4302361011505127,2.7572667598724365,sphere1
-4.047831058502197,-4.243038654327393,-0.45552268624305725,sphere3
-2.101391553878784,-5.625793933868408,0.723700225353241,sphere2
-4.421045780181885,-5.231132507324219,-2.3247570991516113,sphere3
-3.8874497413635254,-1.8936083316802979,2.8856751918792725,sphere1
-0.8505434393882751,-0.8086568117141724,1.8899325132369995,sphere1
-3.2269365787506104,-4.931265830993652,1.6565606594085693,sphere3
-6.220070838928223,-0.8128621578216553,0.01566622219979763,sphere1
-4.420724868774414,-4.482880592346191,-1.2965552806854248,sphere3
-0.6538019180297852,-2.833446979522705,0.17905616760253906,sphere1
-2.268773078918457,-4.4623942375183105,-1.348310112953186,sphere2
-0.28265684843063354,-1.769559383392334,0.6423882842063904,sphere1
-2.1562321186065674,-3.302948474884033,1.9018272161483765,sphere1
-3.0856213569641113,-1.2684061527252197,3.0559723377227783,sphere1
-4.858119010925293,-3.6124267578125,-0.7870370745658875,sphere1
-5.304524898529053,-4.400262355804443,0.02210599184036255,sphere3
-1.2304022312164307,-3.083263397216797,2.3705074787139893,sphere2
-3.9324605464935303,-5.700711250305176,2.562277317047119,sphere3
-4.460127353668213,-3.883011817932129,-0.4824604392051697,sphere1
-0.8154041767120361,-5.4217634201049805,2.423703193664551,sphere2
-2.3240506649017334,1.6880412101745605,-0.5362058877944946,sphere1
-3.788755416870117,-4.13762092590332,0.26261913776397705,sphere1
-3.2695493698120117,-4.812020778656006,-1.6205449104309082,sphere3
-2.929180383682251,1.310813069343567,1.722367525100708,sphere1
-6.23521614074707,-1.3037853240966797,-0.1347436010837555,sphere1
-1.9139965772628784,-3.001913070678711,2.0783023834228516,sphere1
-2.458225965499878,1.7594571113586426,0.32798072695732117,sphere1
-5.5764384269714355,-4.783731460571289,-1.219559907913208,sphere3
-1.2773001194000244,-3.393580198287964,-0.8388751745223999,sphere1
-1.0888668298721313,-6.515478134155273,-0.9835202693939209,sphere2
-0.7198116779327393,-6.52538537979126,1.3543992042541504,sphere2
-1.5630996227264404,-6.354673862457275,-0.15188276767730713,sphere2
-0.8181604743003845,-5.129891872406006,2.5779385566711426,sphere2
-1.3751181364059448,-3.329680919647217,2.3439183235168457,sphere2
-1.2307896614074707,-0.5539518594741821,2.2543606758117676,sphere1
-2.5265913009643555,-3.3376293182373047,-0.25951895117759705,sphere2
-1.5681166648864746,-2.9259891510009766,2.0248942375183105,sphere2
-3.9821324348449707,-5.639524936676025,2.5230560302734375,sphere3
-2.297724962234497,-5.423919677734375,0.12045846879482269,sphere2
-5.097095489501953,-4.603771209716797,-1.2588610649108887,sphere3
-4.196020603179932,-4.84110689163208,1.8182423114776611,sphere3
-0.7916067838668823,-6.805047512054443,-0.36317896842956543,sphere2
-4.082711219787598,-3.505145788192749,-1.7321206331253052,sphere1
-2.1860616207122803,0.45431873202323914,2.366837501525879,sphere1
-1.0440874099731445,-0.8688735961914062,2.152495861053467,sphere1
-1.6913251876831055,-5.64492654800415,0.49561864137649536,sphere3
-4.481060028076172,-2.306148052215576,2.520289182662964,sphere1
-3.8788533210754395,-4.392274856567383,0.9352657794952393,sphere3
-2.7768571376800537,-3.3298697471618652,2.1285274028778076,sphere1
-1.244685173034668,-3.405067205429077,0.7092460989952087,sphere1
-2.3633506298065186,-3.9854910373687744,0.8699078559875488,sphere1
-2.213470935821533,-3.4777822494506836,1.718299150466919,sphere1
-2.1156671047210693,-3.6670615673065186,-1.355471134185791,sphere1
-4.168097019195557,-3.8649463653564453,-1.0090270042419434,sphere1
-2.4552712440490723,0.0930858626961708,2.6913414001464844,sphere1
-1.8543527126312256,-5.982966423034668,0.559412956237793,sphere2
-4.3335466384887695,-3.3870816230773926,-1.7493224143981934,sphere1
-1.6386882066726685,-3.6384811401367188,0.9014698266983032,sphere1
-2.5791561603546143,-4.623410224914551,0.015386483632028103,sphere2
-2.325037956237793,-3.7678918838500977,1.3237364292144775,sphere1
-3.123349666595459,-2.1228647232055664,2.903522253036499,sphere1
-0.8798246383666992,-2.7359254360198975,1.181026577949524,sphere1
-4.21756649017334,-4.579094409942627,1.4477900266647339,sphere3
-1.1397703886032104,-3.311826467514038,0.7866617441177368,sphere1
-0.431038498878479,-0.13366690278053284,-0.7401350736618042,sphere1
-4.089576721191406,-4.890437602996826,1.8611371517181396,sphere3
-1.551119089126587,-5.874356746673584,0.4515184462070465,sphere3
-1.426411509513855,-3.287349224090576,1.265134334564209,sphere1
-3.709690570831299,-3.8110082149505615,-1.4400262832641602,sphere1
-4.656795978546143,-1.7943627834320068,2.6141304969787598,sphere1
-1.350101113319397,-6.500387191772461,-0.2596215009689331,sphere2
-1.2689372301101685,-3.104572296142578,1.3847988843917847,sphere1
-1.1104187965393066,-2.755417823791504,-1.5699454545974731,sphere1
-2.437589645385742,-4.950047016143799,0.5198015570640564,sphere2
-6.070534706115723,-4.873152256011963,-0.30393242835998535,sphere3
-3.4415550231933594,-4.15252161026001,-0.49664485454559326,sphere1
-0.2020712047815323,-0.6500878930091858,0.0991608127951622,sphere1
-0.32235705852508545,-0.2363700270652771,-0.2719860076904297,sphere1
-1.1297931671142578,-3.3423073291778564,-0.554864227771759,sphere1
-2.4153714179992676,-5.041449546813965,-0.4090893864631653,sphere2
-2.013374090194702,-4.933990001678467,1.6130417585372925,sphere2
-6.031536102294922,-0.9437244534492493,1.0446466207504272,sphere1
-1.0202618837356567,-5.471092224121094,2.293088912963867,sphere2
-3.335465431213379,-3.400753974914551,-2.083742618560791,sphere1
-4.738587856292725,-4.627392292022705,1.40066397190094,sphere3
-0.730926513671875,-5.070690155029297,2.6593940258026123,sphere2
-2.406139850616455,-5.154707908630371,0.14237552881240845,sphere2
-0.9850810170173645,-6.401434898376465,1.3576840162277222,sphere2
-6.015659809112549,-0.23096401989459991,0.6220995783805847,sphere1
-1.610517144203186,-5.884767055511475,-1.3373359441757202,sphere2
-3.262263774871826,-5.901075839996338,2.509840965270996,sphere3
-2.2661521434783936,1.4003461599349976,-1.3066093921661377,sphere1
-0.3818889260292053,-0.8089962005615234,1.0590541362762451,sphere1
-1.059822678565979,-5.431148529052734,-2.2876176834106445,sphere2
-1.8206026554107666,-2.18548846244812,2.523068904876709,sphere1
-2.9065780639648438,-2.7004940509796143,2.6434130668640137,sphere1
-4.800714492797852,-5.7352294921875,-2.6555490493774414,sphere3
-2.3446998596191406,1.654288411140442,0.808513343334198,sphere1
-2.3752729892730713,-5.112842559814453,-0.4835984408855438,sphere2
-1.0786428451538086,-3.9338598251342773,2.672600746154785,sphere2
-3.0335445404052734,-5.736119270324707,2.3092963695526123,sphere3
-0.747468113899231,-0.2638424336910248,1.57735276222229,sphere1
-4.948454856872559,-1.9467469453811646,2.3604516983032227,sphere1
-0.42863962054252625,-0.3678603172302246,0.9909912347793579,sphere1
-0.3650626242160797,-2.1461079120635986,-0.4812920093536377,sphere1
-2.5668723583221436,-4.597269535064697,0.13483406603336334,sphere2
-4.77849006652832,-4.990995407104492,1.9108422994613647,sphere3
-1.7005388736724854,-3.8212838172912598,0.24783024191856384,sphere1
-2.3035855293273926,-5.368517875671387,0.24140921235084534,sphere2
-5.244502544403076,-0.09179598093032837,1.9738404750823975,sphere1
-0.648790180683136,-5.0280280113220215,2.699141502380371,sphere2
-2.535795211791992,-3.548163652420044,1.7949645519256592,sphere1
